Identifiant client;Référence client;Dénomination;Adresse;Code postal;Ville;Pays;Liste d’e-mails;Téléphone;Siren;Numéro de TVA;Nombre de factures;Chiffre d’affaires (€);Mandat GoCardless
624f7cbf-c661-40a2-95ac-df0d9d9bd535;486.0;HCCB - HOTELS DE CHARME;11 Rue Louis Kérautret-Botmel;35000;Rennes;FR;contact@hotelscharmebretagne.com;02 30 96 32 94;534923339.0;;3;4176,0;
0b80b46d-2254-4e80-9321-f7f6063648ec;487.0;RESIDENCE LE PRE PARC;2 Rue des Émeraudes;69006;Lyon;FR;residence-preparc@outlook.fr;04 78 24 35 70;;;1;324,0;MD000P2A7W5GGE
5aa68046-8c55-4001-99f1-f230568b0652;489.0;HOTEL RESTAURANT LE GOYEN;Place Jean Simon;29770;Audierne;FR;s.vervoitte.legoyen@wanadoo.fr;02 98 70 08 88;452215643.0;;4;2136,33;MD000WN64DYZM7
da39a084-9e03-4350-a7c3-5a2572596188;491.0;HOTEL LE SAINT PIERRE;51 Avenue des Indes;97410;Saint-Pierre;FR;direction@hotellesaintpierre.fr;;790104327.0;;0;0,0;MD000TZFMRQVSR
2b078c89-ea5e-4a29-97c3-826a90eea891;495.0;CSE UES LEO LAGRANGE;150 Rue des Poissonniers;75018;Paris;FR;"""tresorerie@cse-uesleolagrange.fr, secretariat@cse-uesleolagrange.fr""";;;;0;0,0;
c0e72f30-8264-4742-b8a0-922b6e7b3ca7;501.0;HOTEL LE CLOS MEDICIS;56 Rue Monsieur le Prince;75006;Paris;FR;"""direction@closmedicis.com, ophelie@figestel.fr, sebastien.francois@figestel.fr, houman@figestel.fr""";0143291080;;;7;7661,97;MD00238Z8JK8JQ
0b2ae4ea-5260-4d2c-9318-e1f4f30590e0;502.0;HOTEL LES FONTAINES DU LUXEMBOURG;56 Rue de Vaugirard;75006;Paris;FR;"""ophelie@figestel.fr, sebastien.francois@figestel.fr, houman@figestel.fr""";;572183648.0;;8;7673,25;MD00238ZG2XA6N
bba83068-26eb-4709-a4c0-9fabbe9de36d;;SARL CAP NEIGE ( ALPAPART );Chemin de Crouze;73320;Tignes;FR;cindy@intersport-tignes.fr;;;;4;1114,32;MD000T26RFWAHJ
ab3eece0-9c09-4773-8ccb-25fd23263b26;118.0;UNIFORME PRESTIGE;4 Rue Antoine Roucher;75016;Paris;FR;"""fgarcin@uniformeprestige.com, comptabilite@altelis.com""";01 40 50 71 55;;;8;11629,2;MD000ZJ3BJ5VKH
f88265d5-d9c1-4310-b5ce-c34589315410;508.0;OLIVIER LEFLAIVE;Place du Monument;21190;Puligny-Montrachet;FR;;;;;0;0,0;
0a3d011e-26e0-4275-8b7a-7b8bbf79dca4;509.0;NOGENT NAUTIQUE;8 Rue du Port;94130;Nogent-sur-Marne;FR;"""adrien.roudot@nogentnautique.fr, clement.gimeno@nogentnautique.fr""";+33764480826;;FR39884921115;1;6318,0;
137f9a7d-a518-44da-a392-0b84e02e415b;510.0;HOTEL TERRE SAINTE;2 Rue de Penthièvre;75008;Paris;FR;"""abertetto@becarre.com, facture@leterresainte.re""";+33140607015;;;1;223,78;MD0015BX8SVP51
211ba963-1844-45cb-97aa-c2aca5663810;512.0;HOTEL LA CITADELLE;1 Place du Marché;56290;Port-Louis;FR;jmpotrel@gmail.com;02 97 82 46 05;490907094.0;;6;7886,48;
f24b527a-54e2-4eb3-950d-49924d933863;;SEROTEL LUTECE;2 Rue Berthollet;75005;Paris;FR;hsserotel@gmail.com;0143362630;;;0;0,0;
6f1f275f-6776-4ecf-ae4a-510317832ec0;515.0;VISA TRAVEL ( VTI );116 Rue Lauriston;75116;Paris;FR;laurentcomte@visatravel.fr;+33147041600;;;1;648,0;MD00133WRDSAX0
89666fef-bf81-4a51-9a40-b89e9bdc8053;518.0;SAS ECOLODGE HOTEL LE LOCARN;Kerhunou;22340;Locarn;FR;comptabilite@lekereden.bzh;+33296574242;;;1;360,0;
260f2182-417b-4350-8e36-6ed4aefc241f;519.0;ELIXIR DESIGN;4 AVENUE DU GENERAL LECLERC;92100;BOULOGNE-BILLANCOURT;FR;isabelle@elixirdesign.fr;+33155394030;434536058.0;FR63434536058;2;520,8;
3c2df5d7-8d54-42d0-8b37-48a6cdf5ec9a;520.0;CHRISTINE MORTAMAIS;17 Rue de Poissy;78100;Saint-Germain-en-Laye;FR;christinemortamais@gmail.com;0660948222;;;2;360,0;MD0011VP54HNBN
3839c6e2-4934-43cf-a619-cd57484fda23;524.0;HOTEL BEST WESTERN PLUS - SAS SOCIETE HOTELIERE DU VAL FLEURI (ESPRIT LIBRE);Allée Des Vergers;95700;Roissy-en-France;FR;"""poncetnatacha@hotels-meudon-saclay.com, nathalie.pastour@leshodacieux.com""";01 34 29 02 13;604376728.0;;4;3619,2;MD0012XTNVTPH2
e820dd2c-9258-4114-b0ba-5b39f89e5f75;525.0;HOTEL NEUILLY PARK;23 Rue Madeleine Michelis;92200;Neuilly-sur-Seine;FR;hotel@neuillypark.com;0146401115;339605289.0;;1;180,0;MD0012WNDBB2MS
0cf3037d-33b5-4e19-8726-e55173f82517;526.0;DE FERLA IMMOBILIER;220 AVENUE DU MAINE;75014;PARIS;FR;d.adler@deferla.com;+33153904900;537538969.0;FR67537538969;1;842,4;MD002BV65JESGK
ede62a20-54e2-4700-8b7b-6f5d497b1563;527.0;SEVEN URBAN SUITES;10 Rue Konrad Adenauer;44200;Nantes;FR;amelie.joubioux@7urbansuites.fr;0251729700;519664197.0;;2;280,8;MD0012YNYZWGYR
7decf13f-cb04-4eca-8279-83840f705e89;528.0;HOTEL RIVIERA COLLECTION NICE;36 Rue Rossini;06000;Nice;FR;"""comptasiege@gmail.com, b.pluchart@hotelrivieracollection.com""";+33493888594;397489329.0;;3;120,0;MD0016NKYAMT4M
6071e51c-33c8-4f65-b5da-a84a0dcf6672;529.0;LES COTES DENALI;Route de la Ferme;73320;Tignes;FR;cindy@intersport-tignes.fr;;;;3;565,2;MD001D0YAF06N6
37d751ca-2ae4-4af9-9298-ec7ebe9009f4;532.0;HOTEL BEST WESTERN PLUS THIONVILLE;9 Allée Raymond Poincaré;57100;Thionville;FR;manager.thionville@kyriadprestige.fr;0382503467;;;1;1418,4;MD001K0F3WWYTC
fd953fbf-be14-4aaf-b780-52d6757a10c4;536.0;HOTEL DE VARENNE;44 Rue de Bourgogne;75007;Paris;FR;"""varennehotel@gmail.com, direction@hoteldevarenne.fr""";;;;2;1152,0;MD0028DBER6CS7
66e18ca9-168c-49ce-b5ee-de8be9bb39b4;537.0;LE CLOS DES VIGNES;11 rue des vignes;60119;Neuville-Bosc;FR;alex@vignesinvest.fr;03 44 22 36 90;;;0;0,0;
bbd47512-4fa3-4325-bc2d-c4865f9aa62b;538.0;DESTINATION BELLE - ILE;Route de Sauzon;56360;Le Palais;FR;thibaut.jousselin1992@gmail.com;+33678535372;883748006.0;;2;360,0;MD0017MMAYG3Y6
d9656b24-4a7d-4250-b951-907ec68cd9e0;539.0;SCHERVIO SAS - HOTEL LE MILAN;39 Boulevard de la Grotte;65100;Lourdes;FR;contact@hotel-le-milan.fr;+33562944113;;;1;384,3;MD0035R8KEKMQQ
5f5810d1-963f-429e-8f01-2e8dd646b28a;540.0;SAMARKAND;14bis Rue Marbeuf;75008;Paris;FR;audrey@samarkand-paris.fr;0147202595;;;2;-1508,4;MD0019BPS8T5P5
607fb77c-cce7-4cdc-a7de-91001741175e;543.0;HOTEL DE BRETAGNE - BIGOUDEN MAKERS;4 Rue du Port;29740;Plobannalec-Lesconil;FR;"""bigoudenmakers@gmail.com, lena@bigoudenmakers.com""";;;;1;1015,2;MD001G1RDSRWBV
0f617fbd-5e55-4b7f-ab81-5dc6f159f96c;544.0;CHATEAU DES FONTANGES;Route du Château;12850;Onet-le-Château;FR;communication@chateaudefontanges.com;+33565777600;;;4;1012,8;
9ce6619e-081d-4be3-9bb9-ad1e7b6d84b0;545.0;LE BOUTIQUE HOTEL BORDEAUX (SARL CALMA);3 Rue Lafaurie de Monbadon;33000;Bordeaux;FR;f.martin@le-bhc.com;;;FR50533000980;8;5132,19;MD001H8NFD2NS9
fa198e1c-495f-434f-bef8-9dca7c7f3bbb;546.0;EXPLORHOME SARL CNN;280 Chemin des Roches Labatie d'Andaure;07570;Auvergne;FR;lou.breziat@icloud.com;;;;2;1975,2;MD001S8MDKH9Q7
3b66cea1-8742-4a69-913d-6d4464f8e402;547.0;ACAD EQUIPEMENT;125 Avenue Louis Roche;92230;Gennevilliers;FR;bbouchard@acad-equipement.fr;0629688838;810316034.0;;1;540,0;
e680f004-64f3-4d05-b61b-5551587744ac;548.0;LES OPTICIENS DU MONT JOLY;58 Rue du Commerce;74700;Sallanches;FR;"""pa@montjoly.net, romain@montjoly.net""";;;;1;403,2;MD002394ZZVWM1
284ae748-1a72-4977-b0e0-a1911f6321bd;549.0;SARL CGE (DE FERLA);53 Rue Daguerre;75014;Paris;FR;d.adler@deferla.com;;;;0;0,0;
4f60e2e1-6ab2-49fc-8774-8359f1fa4c97;550.0;CHATEAU DE SAINT PATERNE;4 Rue de la Gaieté;72610;Saint-Paterne-Le Chevain;FR;chateaudesaintpaterne@gmail.com;0233275471;;;2;252,0;MD001E5CSGAW69
167fe450-ec7f-4a17-b3e2-60edb301eaff;551.0;SAS PHENKO CONSULTING;149 Avenue du Maine;75014;Paris;FR;"""gregory.sourisseau@gmail.com, milenaphenko@gmail.com""";+33627044427;;;1;154,8;
1e0a5018-8429-401e-919d-df96baaaed98;552.0;HOTEL LE SAINT GERVAIS;Rue du Mont Lachat;74170;Saint-Gervais-les-Bains;FR;nicolas.queval@lesaintgervais.com;06 45 93 85 37;898993572.0;;1;507,6;MD001W2NVHKRHQ
814e1c48-3fab-4c1c-bf8e-1a6feaaa2088;555.0;LE 10 HONFLEUR;10 Rue Jean Doublet;14600;Honfleur;FR;mlbardcurt@hotmail.fr;;450742390.0;;3;2001,6;MD001JVQ8HGE71
60ebccc5-e036-41b9-a666-a146b2a77c33;556.0;PLURIEL HOTELS;12 Rue de l'Industrie;34880;Lavérune;FR;communication@hfm-hotels.com;;803026863.0;;0;0,0;
829369c8-37be-44d7-8769-390c7104ba94;557.0;HOTEL L'INITIAL;1 Rue de Boudeville;31100;Toulouse;FR;"""direction@linitial-hotel.com, comptabilite@pluriel-hotels.com, f.manna@linitial-hotel.com""";+33499923875;832321202.0;;6;1117,2;
898d0113-d37c-4ee4-98a1-42976ecf7c49;558.0;HOTEL LE BOIS D'IMBERT;Route de Lacave;46500;Rocamadour;FR;"""nanotel-ivy8imae@suppliers.pennylane.com, sabrina.beal@3vhotels.com""";;;;6;1262,4;
a3173a70-4be2-46fd-93aa-62579ddb15dc;559.0;LE PALAIS GALLIEN;144 Rue de l'Abbé de l'Épée;33000;Bordeaux;FR;f.martin@le-bhc.com;+33607409617;833706211.0;;5;4262,55;MD001H8HJV3GTJ
535c69f3-e6f0-47e4-b625-e2397ef33af1;561.0;HOTEL DE LA PORTE DOREE;273 Avenue Daumesnil;75012;Paris;FR;direction@hoteldelaportedoree.com;;428113401.0;;6;4402,22;MD0027358E8E49
536141cc-8a3f-4890-b6e0-63c1cae1b8e5;563.0;SEROTEL SUITES;77 Rue du Faubourg Poissonnière;75009;Paris;FR;hsserotel@gmail.com;;311261820.0;;1;252,0;
422a0419-e54f-4623-bc57-97d83031f592;564.0;HOTEL CARDINAL ROUEN;1 Place de la Cathédrale;76000;Rouen;FR;admin@hotelcardinal.fr;02 35 70 24 42;522793736.0;;1;432,0;MD001J1TYBQ2DW
080f72df-ecdf-44a9-85c4-ecfb19285535;565.0;OMNIVINS;7 Rue Louis Lemarchand;35400;Saint-Malo;FR;cindy@omnivins.bzh;;904937653.0;;1;108,0;
a02f793c-d419-4f0a-9ba8-5472614ecdcf;566.0;LES TONTONS BOISEURS;50 Allée de Cérès;40230;Saint-Geours-de-Maremne;FR;compta@lestontonsboiseurs.fr;;910043108.0;;2;216,0;
e65b8ae6-9250-466e-8951-2edbd468acc2;567.0;HOTEL DU CHATEAU DINAN;6 Rue du Château;22100;Dinan;FR;g@postel.me;02 96 85 16 20;751635186.0;;2;540,0;MD001JKRZB17ZT
bdcfa188-f28b-46b1-90b1-7043be1e817e;569.0;STELLA NOVA;222 Rue des Cades;34980;Saint-Gély-du-Fesc;FR;senda.paruta@stellanova.fr;0788204793;792020240.0;;1;180,0;MD001JCSVE6W83
edcff128-cdbe-45bf-91a6-e1eff90c7fc9;570.0;OCHJI DI MARE (A FIURASCA);U Frusteru;20110;Propriano;FR;josedigiacomi@gmail.com;+33688261156;;;2;285,6;MD001JX368BXDX
c6f55014-f032-472e-9430-ecbbc112514a;571.0;UNIC HOTEL;56 Rue du Montparnasse;75014;Paris;FR;"""praynal@ctc-amelot.fr, aghiles.azem@gmail.com""";06 95 59 59 54;;;1;284,4;MD001JPR85KP8P
e36646e1-eaf5-4717-855d-d59585174f92;572.0;LODGES BALOUROU;6836, Route des plages, Remire-Montjoly;97534;Guyane;FR;baderjulien@gmail.com;0768689455;;;2;852,0;MD001JKQMF32JX
deffb647-7521-426a-a536-c936ce989059;574.0;VDCN BALARUC - HOTEL DU GOLFE;7 Avenue de Montpellier;34540;Balaruc-les-Bains;FR;legolfe@wanadoo.fr;04 67 48 58 38;891758534.0;;1;302,4;MD0030B0KG3DE9
49180567-adf6-40ff-a21a-0d7ebf1a060f;575.0;YOUR BORDEAUX HOME;14 Rue Émile Fourcand;33000;Bordeaux;FR;f.martin@le-bhc.com;05 56 48 80 40;894973221.0;;2;1972,8;MD001JR3WWDX89
848c0ad2-ad23-4d13-acc6-2e85996482fd;576.0;YOUMMAH;4 Square Théodore Judlin;75015;Paris;FR;hamdi.brahmia@icloud.com;0768322666;909130692.0;;1;910,8;MD002AJ8155EGB
4daadd79-241b-4431-a3fe-54790f2a4c92;577.0;L SPHERE CORPORATE;185 Chaussée de La Hulpe;1170;Bruxelles;BE;"""compta@lsphere.eu, billing@lsphere.eu""";+32495039653;;;1;360,0;MD001K85A3DBK8
04c3b070-4281-4dfa-aaec-dcb03c3f7eeb;578.0;SAS HOTELIERE RENOIR SAINT GERMAIN;39 Rue du Montparnasse;75014;Paris;FR;"""aghilas.azem@gmail.com, praynal@ctc-amelot.fr""";;440791523.0;;1;284,4;MD001JZ746BB2C
c347fdfc-019a-4fee-8e9f-732194a041d9;579.0;FEDERATION DES EMPLOYES ET CADRES FORCE OUVRIERE;54 Rue d'Hauteville;75010;Paris;FR;nfaintrenie@fecfo.fr;;784854564.0;;2;864,0;
c3bbb861-1804-46b7-94cd-6ca3dae30e1d;581.0;MAIRIE DE BUSSY;Place De La Mairie;77600;Bussy-Saint-Georges;FR;"""fabien.jambart@bussy-saint-georges.fr, comptabilite@bussy-saint-georges.fr""";01 64 66 11 20;217700582.0;;0;0,0;
53894bb8-b5a3-44ee-be6a-5da85bb344b4;582.0;HANK GROUP;55 Rue des Archives;75003;Paris;FR;isabelle@hankrestaurant.com;09 72 44 03 99;830181392.0;;1;464,4;
45a3a5b7-23bc-4cbc-880d-157b2ca1135b;583.0;VIGNERONS D'ART;Les Closeux;45590, 45640;Sandillon;FR;olivier.jallerat@vigneronsdart.fr;0238410659;449333277.0;;0;0,0;
217eea2e-4775-4667-b090-c2966c076527;585.0;HOME INVEST;3 Rue Lafaurie de Monbadon;33000;Bordeaux;FR;f.martin@le-bhc.com;;433455094.0;;1;428,4;MD001R95829NQY
80b40724-17ef-4882-95d6-3bb9b54967a5;587.0;HUMAN INCLUSIVE;5 Avenue de l'Europe;54270;Essey-lès-Nancy;FR;pascal@human-inclusive.fr;;890524747.0;;1;180,0;
abf8a587-d272-492b-9abb-dd677f9bafc6;589.0;HOTEL PARIS LE SINGULIER;38 Rue Saint-Didier;75116;Paris;FR;"""direction@hotellesingulier.com, nejdechicha@gmail.com""";+33668695780;915388904.0;;6;2923,2;MD001VXPCBH38J
5371138a-c043-45f5-86e1-d54abd8d73c6;590.0;MAIRIE DE FONTENAY- AUX- ROSES;75 Rue Boucicaut;92260;Fontenay-aux-Roses;FR;"""manon.berruer@fontenay-aux-roses.fr, maguette.seck@fontenay-aux-roses.f""";+33141132149;219200326.0;;0;0,0;
ed7c3848-cc67-4fa2-8803-562327e45985;591.0;LA VILLA MAURESQUE;1792 Route de la Corniche;83700;Saint-Raphaël;FR;f.martin@le-bhc.com;+33607409617;438112062.0;;5;4780,83;MD001Y7R8G3JPS
dff0d781-7cc1-4946-81b7-c2c7200d93fd;592.0;PUREE MAISON;5 Rue Lech Walesa;94270;Le Kremlin-Bicêtre;FR;paul@pureemaison.com;;821378056.0;;0;0,0;
529f319c-cf06-4d1d-8f57-4dd3c5f5baf0;595.0;VILLA ESCUDIER;64 Rue Escudier;92100;Boulogne-Billancourt;FR;direction@villaescudier.com;01 48 25 55 33;378428437.0;;1;360,0;MD001ZYC03MQB9
b173b93f-b409-41ac-98f3-9dae7fff436f;596.0;HOLDING HOTELIERE BLANCOR (ESTEEM TOUR EIFFEL);9 Rue Ginoux;75015;Paris;FR;"""gestion@kynd-hotels.fr, comptabilite@hotels-esteem.com""";+33642064502;382896041.0;;1;928,8;MD00207Y5F2ZGY
5e50d94e-c79a-4e73-8017-74752b7561e4;598.0;RT SERVICES;5 Allée Guy Môquet;94170;Le Perreux-sur-Marne;FR;theorichomme@gmail.com;;919453316.0;;0;0,0;MD0020J5646JT1
92c38c90-151b-4843-8ae3-a6921c5b00db;597.0;HOTEL LE GRAND LARGE;2 Avenue de l'Océan;17550;Dolus-d'Oléron;FR;f.martin@le-bhc.com;+33607409617;716850060.0;FR52716850060;5;4245,02;MD0020D6DEJ5A2
33154ea7-924a-4f93-941b-f0cfc94d8b9a;613.0;UCOM (DANIXAV);26 Rue Danielle Casanova;75002;Paris;FR;christophe@danixav.com;;531874188.0;;0;0,0;
313e0578-267e-4427-a55d-ada3bc976546;601.0;DOTLINE;35 Rue Camille Pelletan;92300;Levallois-Perret;FR;julien.mollat@dotline.fr;;442811592.0;;0;0,0;MD0021XMVZ9HAF
be898acf-f7bd-4d81-b2bc-10de0d0c496c;602.0;HOTEL LONGCHAMPS ELYSEES;68 Rue de Longchamp;75116;Paris;FR;admin@lespalaisdutrocadero.com;+33610130123;562044701.0;;9;3975,39;MD0022M92JR2B7
4157c15e-758d-4489-a666-7d5b49588d8b;604.0;HOTEL DE DIANE;12 Allée des Acacias;22240;Fréhel;FR;direction@hoteldiane.fr;;351165568.0;;8;2241,6;MD002309CY833X
73880a43-8594-4c7e-a9a3-e70e24a1cb96;605.0;RIAD DAR KARMA;51, Derb El Mennabah Kasbah;40000;Marrakech;MA;"""marine.girard@assistanceprivee.com, naoualdarkarma@gmail.com""";+33670216974;;;0;0,0;
b930a89e-5853-4be1-9786-fcf24351e510;606.0;HOTEL MACCHI;94 Chemin de l'Etringa;74390;Châtel;FR;p.macchi@hotelmacchi.com;;302330246.0;;2;243,0;MD002E28SAAZZ7
6397ed60-365d-4f5f-b97a-e8c5dce319f0;;LES AMIS DE L'ECOLE KOENIG;33 Rue Fondary;75015;Paris;FR;alix@ecolekoening.com;07 66 32 65 98;490149382.0;;0;0,0;
a3b1cc3b-a441-4b49-832b-f3ed30512fd4;608.0;SCI CAPLEALISA;21 Cours François Palmarole;66000;Perpignan;FR;sud@ffinvest.fr;;524885522.0;;1;158,4;
016c8c15-d189-4d59-905b-5e1d0d95bc2e;610.0;HOTEL LE BENHUYC - SAS BES;1 Quai Jean Bart;22520;Binic-Étables-sur-Mer;FR;"""vanpoucke.vincent22@outlook.fr, hotel@lebenhuyc.com""";+33676608728;952305233.0;;1;961,2;MD00269X32NNHV
4b7a7040-b792-4f92-b881-b0df566f6f6c;611.0;HOTEL DES ROCHES & AUBERGE DE L'ILE;1, Place de Galilée;97310;KOUROU;FR;direction@hotel-des-roches.fr;+594694938475;922858618.0;;4;1320,0;MD002VMFRHFDX2
1628bb00-b7d7-4ac8-844e-4e0efb86f04c;600.0;RESIDENCE LE GRECALE;Vanghina;20131;Pianottoli-Caldarello;FR;contact@legrecale.com;;;;0;0,0;MD0020RPAZ7VDW
e0e64e23-498b-4739-ba39-0fb4bf7f0e3d;614.0;GITEC MEDICAL;39 Rue de Châteaudun;75009;Paris;FR;"""camiglieri@gmail.com, l.mahjoubi@vnh.f""";+33 1 88 40 74 94;314569963.0;;1;504,0;
0cb7c687-aaa4-4264-9246-ca10a5260761;616.0;AVENA EVENT;33 Rue du Général Leclerc;92130;Issy-les-Moulineaux;FR;"""laurent.sturtz@avena-event.fr, gwendal.le-bris@avena-event.fr""";;519318463.0;;6;-105,6;
83c4d92d-a362-42ea-91b2-dc3a73af6996;617.0;IPTIC;4 Rue de la Pierre Levée;75011;Paris;FR;flarrive@iptic.fr;+33633205366;535056220.0;;0;0,0;
c9dd9d10-55de-4b87-8f79-d019cc3fe697;619.0;CASER'N;40 Boulevard de la Tour d'Auvergne;35000;Rennes;FR;contact@casern.bzh;+33 (0) 2 96 80 86 18;;;4;878,4;
ddf99b63-142c-4f4f-9c77-7274ae7352a3;620.0;LE CHEVAL BLANC;5 Place Charles Bidault;37150;Bléré;FR;le.cheval.blanc.blere@wanadoo.fr;+33247303014;753772169.0;;1;234,0;MD002Q4E3BFS9J
cc7b9b89-a182-4dca-8c11-6fb965d433cc;;CLIENTS;;;;;;;818164964.0;FR17818164964;0;0,0;
9e49f4cd-1059-4499-bc05-2cbf5ef409fa;634.0;ALDERAN;4 AVENUE GEORGES MANDEL;75016;PARIS;FR;la@alderan.fr;;538704479.0;FR38538704479;0;0,0;
34d4abf5-d853-4a86-a355-d5672df014af;631.0;CANDIDATE FIRST;94 RUE SAINT-LAZARE;75009;PARIS;FR;eric.menard@candidatefirst.fr;;919382390.0;FR03919382390;4;552,0;MD002PSMCKW7WD
6aacb477-7bd5-48a8-82a5-77cf0814963d;617.0;CINOV;4 AVENUE DU RECTEUR POINCARE;75016;PARIS;FR;mottet@cinov.fr;;488769274.0;FR59488769274;0;0,0;
1babbcff-0591-4708-af56-8bf0c9172e91;;SAINT-THOMAS ( HOTEL ARCADES );13 AVENUE DU PARADIS;65100;LOURDES;FR;contact@holdingkaracan.fr;;901304345.0;FR23901304345;8;1520,4;MD002SCPP4H010
68c1a91c-0760-4df3-a385-be013fcc33e9;649.0;AREDIUS PRESTIGE;14 AVENUE DE LA MARNE;92600;ASNIERES-SUR-SEINE;FR;aredius.prestige@free.fr;;892138413.0;FR78892138413;0;0,0;
48e05a72-8606-43a4-813d-e534908b1e69;624.0;HOTEL LES VAGUES;9 BOULEVARD DE L'OCEAN;33120;ARCACHON;FR;f.martin@le-bhc.com;;345171888.0;FR33345171888;6;4177,2;MD002G3YR3JBDH
2c6e8302-cf56-458b-bb35-275513306a6f;625.0;MNRG ( HOTEL AUDIERNE - AUBERGE DU CABESTAN );2 RUE LAENNEC;29770;AUDIERNE;FR;egummers@aol.com;;539828434.0;FR86539828434;4;336,0;MD002H50S83X1Z
4036dede-5803-4d77-8b35-63d122d4b163;626.0;HOTEL OPERA-CHATEAUDUN;30 RUE DE CHATEAUDUN;75009;PARIS;FR;"""sebastien.francois@figestel.fr, ophelie@figestel.fr""";;382509602.0;FR00382509602;4;336,0;MD002G5N0QCFKH
2dded2f0-75a4-4295-9633-604117ec5385;629.0;HOTEL BEAUREGARD SARL;691 ROUTE D'ALBERTVILLE;74320;SEVRIER;FR;e.boitte@hotel-beauregard.com;+33680893068;318786571.0;FR59318786571;4;336,0;MD002H4Z8SZD2W
74c84117-eee1-4e25-8a4f-04fa75f5f1c4;630.0;EUROPE HOTEL;103 BOULEVARD DE GRENELLE;75015;PARIS;FR;mouloud@europehotelparis.com;;572165645.0;FR79572165645;4;336,0;MD002MS18VA34Z
17de533c-1495-4063-9fd1-4c46d92acac4;;CHAMBRE SYNDICALE DE LA HAUTE COUTURE;102 RUE DU FAUBOURG SAINT-HONORE;75008;PARIS;FR;info@fhcm.paris;;775671647.0;FR85775671647;0;0,0;
ba589e37-182f-4ef9-ac71-2b4b8576fdec;635.0;BOUTIQUE HOTELS COLLECTION;14 RUE EMILE FOURCAND;33000;BORDEAUX;FR;f.martin@le-bhc.com;+33607409617;893477141.0;FR74893477141;0;0,0;MD002S1ZJ2X6J4
1e749aba-f92d-4164-a20c-a970be37d6c1;;SMART GOODIES;51 BOULEVARD DE LA REPUBLIQUE;78400;CHATOU;FR;smartcontact@smart-goodies.com;01 88 60 51 50;823215306.0;FR31823215306;0;0,0;
d75a018f-ac91-4f2e-b47d-1cda2c8f2b42;638.0;V.N.H. RESSOURCES GROUP;42 RUE DE CHATEAUDUN;75009;PARIS;FR;"""camiglieri@gmail.com, l.mahjoubi@vnh.fr""";+ 33 1 53 25 11 30;449013028.0;FR96449013028;0;0,0;
706d3fbf-57ec-443a-95d0-10c525e24ca5;642.0;SAS D'ELBEE (LE GÉNÉRAL D'ELBÉE HÔTEL & SPA);PLACE D'ARMES;85330;NOIRMOUTIER-EN-L'ILE;FR;vincent.lebouteiller@generaldelbee.fr;+33251391029;813635661.0;FR62813635661;4;336,0;MD002WA9F93WX9
8657b0bc-c220-4d95-af48-8ff273254108;644.0;LE BALDAQUIN HOTEL;16 RUE CAROLINE;75017;PARIS;FR;clemence.gibert@gmail.com;;484214903.0;FR75484214903;4;552,0;MD002XVFEW4NPS
49949996-dfd8-447c-9b98-bb2176a0ce89;648.0;OTICA;14 RUE VICTOR HUGO;71000;MACON;FR;"""communication@hotelmacon-panorama360.com, comptabilite@groupe-otica.com""";;480210079.0;FR23480210079;0;0,0;
b5e275a2-feae-4ffe-973c-5c359d49b5ec;90.0;HOTEL LE MARCEL;11 Rue du 8 Mai 1945;75010;Paris;FR;"""m.garabedian@lemarcelhotel.com, pj@groupecible.com, comptafournisseurs@groupecible.com, msimonot@ciblehotels.com, abansard@groupecible.com""";;;;1;648,0;MD000D65XKW61G
7d086173-9dea-432b-ba44-00779e6e3274;503.0;SARL LES MARRONNIERS;Lavachets;73320;Tignes;FR;factures+cles-000342@m.inexweb.fr;;;;4;784,32;MD000T26H7KHDT
b53e4c07-c6f6-49ca-8514-c08313965a3d;324.0;HOTEL LES HAUTS DE PASSY;37 Rue de l'Annonciation;75016;Paris;FR;;;;;0;0,0;
ba9d8aca-26b4-4ff7-adb2-5c667e0d0780;640.0;HOTEL PANORAMA 360 MACON;14 RUE VICTOR HUGO;71000;MACON;FR;communication@hotelmacon-panorama360.com;;823597067.0;FR35823597067;8;9912,34;
21b28cb5-089c-42bb-bea4-92f12b65949e;;HOTEL OPERA-CHATEAUDUN;30 RUE DE CHATEAUDUN;75009;PARIS;FR;"""sebastien.francois@figestel.fr, ophelie@figestel.fr""";;382509602.0;FR00382509602;0;0,0;
1ee7d0a9-7afc-4d1c-962f-f2cb7abd164f;639.0;MAIKA MAIKA;49 RUE DE PONTHIEU;75008;PARIS;FR;"""marie@maika-assistance.com, fr.solignac@gmail.com""";0184177377;952722346.0;FR67952722346;4;552,0;MD002SZ0TTET1N
715d07d4-01a5-4355-8f29-6e1342e9f0fa;504.0;LES COTES;134 CHEMIN DE CROUZE;73320;TIGNES;FR;"""anne-sophie@alpapart.com, cindy@intersport-tignes.fr""";;513625392.0;FR51513625392;4;3393,36;MD001JDBE776E5
cd76cb92-7f0c-4c4a-9bce-74f6f878a445;584.0;STREET OFFICE IMMOBILIER;23 RUE RASPAIL;92300;LEVALLOIS-PERRET;FR;valerie.manin@street-office.fr;;510475940.0;FR77510475940;0;0,0;
d3335dc3-2d4f-4741-977c-8f2a73325afd;651.0;A RENA D'ORU;LD ESIGNA;20118;COGGIA;FR;"""valmeinier@les-carrettes.com, hotel.arenadoru@outlook.com, terreflavie@gmail.com""";;913104733.0;FR67913104733;0;0,0;MD002ZZFFARC4S
